"county_name" "state" "confirmed_cases" "deaths" "total_pop" "white_pop" "black_pop" "asian_pop" "amerindian_pop" "hispanic_pop" "median_income" "households_public_asst_or_food_stamps" "children_in_single_female_hh" "employed_pop" "unemployed_pop" "pop_determined_poverty_status" "not_us_citizen_pop" "two_parent_families_with_young_children" "poverty" "income_under_40" "income_over_40_under_100" "income_over_100" "income_200000_or_more" "commuters_in_groups" "local_commuters" "out_of_town_commuters" "cases_per_1000" "deaths_per_1000" "death_per_case" "k12_students" "children" "some_college_and_associates_degree" "associates_degree" "bachelors_degree" "masters_degree"
"1582" "Hancock County" "MS" 2744 59 46277 39296 4010 85 153 1740 47518 3226 2675 19009 1800 46064 426 1469 7921 8402 7993 2391 359 1569 14506 3415 59.2951142036001 1.27493139140394 0.0215014577259475 7065 10173 11794 2719 4420 1792
"1583" "Marion County" "MS" 2130 73 25466 16551 8179 85 78 379 30998 2041 1517 9171 828 24677 219 1289 6396 5668 2750 1095 154 801 6561 1764 83.6409330087175 2.86656718762271 0.0342723004694836 3948 6026 4748 1590 1512 520
"1584" "Newton County" "MS" 1934 44 21437 13181 6426 97 1088 387 37643 1178 2141 8108 676 20762 135 763 4771 4219 2930 762 99 890 5888 1467 90.2178476465923 2.05252600643747 0.0227507755946225 3709 5461 5062 1542 1569 520
"1585" "Yazoo County" "MS" 2470 56 27496 9850 15508 105 51 1551 28330 2582 3947 7778 1467 23346 927 657 8518 5279 2503 783 77 992 5367 1909 89.8312481815537 2.03665987780041 0.0226720647773279 4813 6867 4751 1218 1597 744
"1586" "Neshoba County" "MS" 3396 152 29437 17324 6146 109 4635 573 36755 2146 3562 12292 1146 28901 210 861 6401 5743 3668 1162 200 2318 8550 2197 115.365016815572 5.16356965723409 0.0447585394581861 5868 8326 5845 1703 1782 613
"1587" "Clay County" "MS" 1598 33 19990 7831 11788 130 68 128 34118 1569 2277 7663 978 19687 83 536 5236 4269 2475 858 79 551 6541 625 79.9399699849925 1.65082541270635 0.0206508135168961 3587 4733 3850 1091 1658 802
"1588" "Union County" "MS" 3459 60 28202 22177 4170 261 0 1197 40076 1437 1696 11565 1050 27822 665 1173 5055 4954 3928 901 144 1326 9659 1157 122.65087582441 2.12750868732714 0.0173460537727667 4834 7188 5701 1795 1606 824
"1589" "Bolivar County" "MS" 3997 109 33121 10719 21248 309 91 696 28468 3689 4692 11228 1618 31537 346 772 11782 7694 3421 969 183 1260 9088 909 120.678723468494 3.29096343709429 0.0272704528396297 5496 8284 6082 1397 2986 1293
"1590" "Hinds County" "MS" 16331 322 243249 61616 174077 2005 228 3642 41011 18013 30890 105853 11700 234927 2620 6692 56200 43602 32308 11055 2188 10815 91338 7776 67.1369666473449 1.32374644911182 0.0197171024432062 41698 60643 50214 13104 25763 12446
"1591" "Lafayette County" "MS" 4991 93 52744 36944 12561 1110 32 1314 45019 1657 3286 24493 1492 47666 1115 2056 12076 8789 7431 2661 886 2672 19823 2158 94.6268769907478 1.76323373274685 0.0186335403726708 6250 9581 8647 2257 6814 3157
"1592" "Pike County" "MS" 2637 78 39763 17478 21101 187 191 622 30949 3118 5657 14021 1174 38578 132 1244 12452 8899 4797 1108 158 994 11287 1789 66.3179337575133 1.96162261398788 0.0295790671217292 6684 10717 7617 2513 2563 1169
"1593" "Lauderdale County" "MS" 5902 186 78221 41504 33465 525 117 1751 41340 5632 6655 32021 2494 74830 826 2551 16102 14627 10717 3822 726 3661 29028 1816 75.4528834967592 2.37787806343565 0.0315147407658421 12772 18720 18385 5753 6551 2853
"1594" "DeSoto County" "MS" 17257 180 173267 115476 43857 2100 236 8253 62595 5680 10732 85681 5529 171725 3607 8277 16778 17861 27697 13451 2149 6979 72824 8899 99.5977306700064 1.03885910184859 0.0104305499217709 32394 45784 40886 11473 17987 6533
"1595" "Jackson County" "MS" 10453 184 141314 96478 30526 3127 480 8342 50274 7232 10463 60574 5454 139955 2478 5564 21344 20199 21734 7829 1232 5449 50844 6904 73.9700242014238 1.30206490510494 0.0176026021237922 23957 33987 33910 10508 12245 5678
"1596" "Washington County" "MS" 4803 124 48002 12251 34422 311 55 697 29387 5680 7566 17213 3465 47503 310 992 15987 11156 5189 1461 443 1548 14996 946 100.058330902879 2.58322569892921 0.0258171975848428 8832 12683 8980 2244 3578 1532
"1597" "Prentiss County" "MS" 2465 52 25389 21098 3392 37 0 353 32854 2090 1388 9519 711 24190 21 1133 5449 5347 3347 701 138 1000 7661 1191 97.0892906376777 2.04813108038914 0.0210953346855984 3899 5826 5523 1824 1224 650
"1598" "Sunflower County" "MS" 2866 71 26915 6504 19825 37 22 434 28556 2863 3589 8371 1782 22980 61 471 7460 5346 2507 510 142 961 7025 685 106.483373583504 2.63793423741408 0.0247732030704815 4336 6263 4997 1272 1710 678
"1599" "Itawamba County" "MS" 2637 59 23439 21222 1724 39 2 347 38358 1327 1158 9392 610 22357 113 926 4107 4553 3305 859 96 1009 7809 810 112.50479969282 2.51717223431034 0.0223739097459234 3650 5176 5423 1469 1275 609
"1600" "Claiborne County" "MS" 866 25 9106 1098 7915 39 15 33 24601 824 1067 2394 516 8488 45 144 3897 2188 821 172 6 137 1726 265 95.1021304634307 2.74544256534153 0.0288683602771363 1405 1980 1504 410 527 341
"1601" "Leake County" "MS" 2317 65 22936 10869 9616 41 1325 1015 35578 1422 2739 8855 892 22146 426 792 5566 4489 2714 721 304 1540 5894 2077 101.02023020579 2.83397279386118 0.0280535174794994 4336 6238 4074 1076 1191 413
"1602" "Marshall County" "MS" 3440 66 35981 17180 17138 43 37 1256 41134 2123 3100 14304 942 33982 334 1273 6032 6352 5224 1372 136 811 10113 2692 95.6060142853172 1.83430143686946 0.0191860465116279 5100 7884 6106 1056 2395 571
"1603" "Holmes County" "MS" 1687 67 18267 2852 15189 61 7 50 20330 1954 3450 4891 1195 17582 28 237 8167 4615 1333 290 42 774 3491 1012 92.3523293370559 3.6678162807248 0.039715471250741 3325 4853 2632 602 762 340
"1604" "Attala County" "MS" 1942 59 18731 10124 7902 78 26 376 33815 1742 1796 6776 781 18420 85 686 4161 4098 2334 578 164 946 4704 1596 103.678394106027 3.14985852330361 0.0303810504634398 3184 4807 4237 1216 1021 430
"1605" "Tippah County" "MS" 2430 50 21993 17009 3641 102 0 1026 39351 1494 1330 9077 891 21627 353 1221 4933 4156 3232 691 125 908 6873 1328 110.489701268585 2.27345064338653 0.0205761316872428 3734 5434 4223 1199 1450 513
"1606" "Coahoma County" "MS" 2410 54 24296 5244 18737 132 30 35 28728 3455 4332 8402 1971 23752 50 527 8587 5605 2540 698 126 1163 6222 1342 99.1932828449127 2.22258808034244 0.0224066390041494 4198 6755 5153 1776 1719 629
"1607" "Pearl River County" "MS" 3301 100 55049 45111 7087 188 76 1635 44734 3713 3354 21083 2354 53422 464 2156 9556 9121 8469 2822 298 2555 13047 6673 59.9647586695489 1.81656342531199 0.0302938503483793 8717 12637 14595 4400 3954 1346
"1608" "Tallahatchie County" "MS" 1419 34 14552 5148 6863 220 52 2176 30000 1247 1097 3960 630 10622 678 176 3007 2672 1204 369 51 312 3055 538 97.5123694337548 2.33644859813084 0.0239605355884426 1488 2450 2717 848 734 263
"1609" "Lee County" "MS" 8864 141 84840 56323 24499 688 134 2167 45985 4764 6646 38185 2556 83664 1039 3874 14466 14191 13051 4342 901 3130 33974 2137 104.479019330504 1.66195190947666 0.0159070397111913 14775 21934 18890 5626 8312 3241
"1610" "Forrest County" "MS" 6009 120 75835 43272 27911 659 181 2308 39555 5464 7010 32089 4348 72237 1430 2573 18998 14123 10396 3039 505 2802 27646 2512 79.2378189490341 1.58238280477352 0.0199700449326011 11401 17577 15047 4303 7286 3823
"1611" "Adams County" "MS" 2070 70 31583 11655 16678 197 56 2667 30359 2642 4128 10190 1253 29108 1882 795 9950 7232 3180 839 258 728 8210 797 65.5415888294336 2.21638223094703 0.0338164251207729 4812 7307 5978 1610 2327 1088
"1612" "Warren County" "MS" 3548 98 47510 22658 23842 229 39 282 41635 3053 4639 19407 1671 47055 132 1691 11152 8961 6748 2588 262 1779 16683 1440 74.6790149442223 2.06272363712903 0.0276211950394589 7888 11697 10182 2553 4219 2283
"1613" "Lowndes County" "MS" 5405 116 59558 31093 25908 596 119 1201 43198 4498 5319 24054 3092 57985 774 2104 12243 10338 8920 2913 459 1858 21332 1669 90.7518721246516 1.94768125188892 0.0214616096207216 9678 14274 11906 3716 5836 2528
"1614" "Oktibbeha County" "MS" 3953 81 49392 28090 18304 1449 43 813 37348 2457 2980 20717 2173 44158 1635 1618 13152 9137 5241 2492 523 2586 17169 1510 80.0332037576936 1.6399416909621 0.0204907665064508 5415 8644 6118 1974 5044 3320
"1615" "Tate County" "MS" 2731 62 28333 18353 8511 71 27 715 46233 1645 2452 11649 974 26477 344 846 5099 4282 4054 1411 269 1187 7329 3575 96.3893692866975 2.18826103836516 0.0227023068473087 4870 6732 6058 1919 1922 750
"1616" "Monroe County" "MS" 3558 105 35967 24094 10839 87 9 421 39444 2334 2534 14499 1155 35491 134 1351 6829 7063 5391 1309 279 1489 11203 2303 98.9240136792059 2.9193427308366 0.0295109612141653 5747 8274 6887 2114 3025 855
"1617" "Tunica County" "MS" 873 21 10276 2002 8066 91 0 77 32052 1290 1910 4213 476 10156 168 194 2746 2370 1256 334 23 379 3445 510 84.9552355001946 2.04359673024523 0.0240549828178694 1912 3072 2134 625 768 270
"1618" "Alcorn County" "MS" 2654 53 37242 30972 4374 107 0 1124 38919 2279 2120 14884 1398 36671 427 1730 7186 7597 5337 1540 201 1573 11903 1717 71.2636270876967 1.42312442940766 0.0199698568198945 5920 8831 7901 2211 2282 1112
"1619" "Lincoln County" "MS" 2980 85 34542 23226 10641 254 4 369 37308 1816 2865 13056 1052 33986 75 1544 8007 6746 4128 1714 218 738 9632 2447 86.2717850732442 2.46077239302878 0.0285234899328859 5896 8474 8045 3008 2166 813
"1620" "Jones County" "MS" 6434 112 68328 44338 19798 365 146 2921 38656 4283 5907 26883 2285 66902 1495 2684 14425 12659 8919 2547 538 1639 23690 1713 94.1634469031729 1.63915232408383 0.0174075225365247 11112 17465 14620 4262 4580 2970
"1621" "Madison County" "MS" 8314 164 102212 56854 39031 2544 175 2926 68600 3636 7510 51194 2746 100523 2316 5294 12043 10975 15002 9147 3281 4033 44215 4120 81.3407427699292 1.60450827691465 0.0197257637719509 17985 26093 18917 5527 18123 8282
"1622" "Rankin County" "MS" 10804 212 149645 112015 29894 1724 187 3965 61605 4403 7679 71953 3352 143964 2294 8048 12278 17179 23814 11972 2261 6231 60810 7262 72.1975341641886 1.4166861572388 0.0196223620881155 24941 36000 34975 10351 19423 7622
"1623" "Jefferson Davis County" "MS" 853 26 11639 4407 7175 0 0 39 26736 1108 1071 3914 469 11384 0 142 3697 3271 1190 277 60 312 2413 1266 73.2880831686571 2.23386888907982 0.0304806565064478 1870 2410 2026 583 792 351
"1624" "Issaquena County" "MS" 159 6 1296 440 841 0 0 15 25609 120 98 333 48 1046 0 38 422 316 84 30 7 4 238 70 122.685185185185 4.62962962962963 0.0377358490566038 93 181 219 12 25 30
"1625" "Jasper County" "MS" 1727 36 16547 7459 8947 0 1 0 35271 1501 1639 6470 388 16487 0 512 3766 3738 2410 500 169 734 4655 1563 104.369372091618 2.1756209584819 0.020845396641575 2532 3809 3695 1085 1013 383
"1626" "Kemper County" "MS" 776 20 10082 3446 6078 0 378 171 27016 1011 1070 3538 260 9139 0 193 2905 2368 1088 173 66 405 2359 900 76.9688553858362 1.98373338623289 0.0257731958762887 1560 2056 2345 651 575 267
"1627" "Wilkinson County" "MS" 587 25 9084 2537 6451 6 0 26 23340 778 1224 2355 335 8023 0 93 3107 1992 749 122 19 197 1418 726 64.6191105239982 2.7520915896081 0.0425894378194208 1405 1976 1159 359 585 315
"1628" "Broadwater County" "MT" 341 2 5755 5432 4 0 84 152 55295 179 147 2621 112 5711 20 271 448 810 1055 438 102 267 1621 474 59.2528236316247 0.347523892267593 0.00586510263929619 841 1151 1212 268 866 293
"1629" "Judith Basin County" "MT" 81 0 1965 1878 0 0 27 46 43281 51 68 965 29 1965 5 70 273 434 355 114 22 93 529 98 41.2213740458015 0 0 213 326 482 146 363 62
"1630" "Carter County" "MT" 139 5 1320 1290 0 0 5 4 45347 18 20 607 18 1290 1 70 152 259 208 69 29 59 275 54 105.30303030303 3.78787878787879 0.0359712230215827 200 255 364 101 136 18
"1631" "Daniels County" "MT" 174 5 1788 1728 0 0 10 50 53591 18 16 925 16 1760 11 95 81 320 386 126 44 66 515 42 97.3154362416107 2.79642058165548 0.028735632183908 258 380 419 105 244 44
"1632" "Wheatland County" "MT" 153 6 2108 1989 0 0 27 60 37222 69 77 974 34 2076 41 164 411 434 321 62 3 57 286 36 72.5806451612903 2.84629981024668 0.0392156862745098 345 523 340 26 198 47
"1633" "Powder River County" "MT" 105 5 1610 1500 0 0 24 40 51136 49 42 954 23 1569 22 77 129 283 341 133 7 72 447 117 65.2173913043478 3.1055900621118 0.0476190476190476 198 268 478 108 260 31
"1634" "Prairie County" "MT" 127 2 1325 1307 0 0 1 17 50850 0 2 626 16 1293 1 71 130 173 290 76 10 55 382 32 95.8490566037736 1.50943396226415 0.015748031496063 223 303 310 142 164 18
"1635" "Wibaux County" "MT" 113 5 1121 1078 0 0 2 41 47132 27 46 563 9 1078 21 49 116 224 210 63 0 42 333 50 100.802854594112 4.46030330062444 0.0442477876106195 174 249 251 73 159 20
"1636" "Meagher County" "MT" 114 7 2000 1869 0 0 24 82 41343 88 144 902 33 1975 17 147 313 374 342 61 0 36 369 77 57 3.5 0.0614035087719298 293 521 424 121 212 45
"1637" "Granite County" "MT" 180 2 3206 3032 4 2 14 69 49063 127 48 1206 90 3149 36 79 312 568 506 181 54 131 590 202 56.1447286338116 0.623830318153462 0.0111111111111111 538 611 769 192 373 178
"1638" "Madison County" "MT" 607 3 7902 7409 20 8 38 265 47900 115 132 3873 136 7831 192 389 832 1471 1367 443 206 466 2300 554 76.8159959503923 0.379650721336371 0.00494233937397035 798 1232 2040 567 1276 433
"1639" "McCone County" "MT" 151 0 1728 1534 0 8 120 56 46193 0 0 798 10 1647 13 93 127 306 297 82 35 56 361 68 87.3842592592593 0 0 264 417 425 104 196 11
"1640" "Teton County" "MT" 350 5 6040 5690 14 12 72 90 51060 183 117 2746 48 5944 18 391 583 959 1028 364 62 378 1589 332 57.9470198675497 0.827814569536424 0.0142857142857143 927 1427 1540 357 689 228
"1641" "Big Horn County" "MT" 2221 69 13290 3676 14 14 8636 743 47276 827 1293 4789 905 13085 80 737 3504 1562 1460 594 94 555 3350 509 167.11813393529 5.19187358916479 0.0310670868977938 2875 4461 2677 913 888 321
"1642" "Phillips County" "MT" 447 13 4139 3509 0 15 457 97 42101 146 74 1716 168 4071 2 279 732 856 771 128 36 182 878 234 107.997100748973 3.14085527905291 0.029082774049217 593 965 1048 258 394 103
"1643" "Pondera County" "MT" 416 3 6081 4953 25 19 871 117 44597 355 436 2652 162 5983 67 336 1136 1016 878 287 37 335 1631 127 68.4098010195691 0.493339911198816 0.00721153846153846 973 1524 1386 394 680 149
"1644" "Park County" "MT" 990 7 16001 15026 46 19 93 436 44920 631 363 8162 236 15881 175 711 2135 3404 2892 1033 223 1235 5131 1209 61.8711330541841 0.437472657958878 0.00707070707070707 1904 3031 3598 695 2771 965
"1645" "Stillwater County" "MT" 604 10 9342 8721 20 19 98 330 61998 259 170 4508 169 9291 92 403 600 1135 1625 924 113 704 2638 806 64.6542496253479 1.07043459644616 0.0165562913907285 1461 2037 2208 595 1204 377
"1646" "Jefferson County" "MT" 891 7 11625 10810 6 24 168 268 64911 295 390 5302 322 11454 90 367 1139 1385 1806 1082 239 714 4090 422 76.6451612903226 0.602150537634409 0.00785634118967452 1845 2440 2843 803 1963 545
"1647" "Chouteau County" "MT" 428 5 5812 4448 4 26 1112 132 39577 325 250 2490 91 5742 46 256 1163 1156 833 265 36 242 1594 181 73.6407432897454 0.860289057123193 0.0116822429906542 1034 1403 1378 365 763 208
"1648" "Valley County" "MT" 703 9 7561 6417 7 28 672 185 55267 483 379 3832 178 7403 62 374 546 1298 1439 599 96 440 2516 221 92.977119428647 1.19031874090729 0.0128022759601707 1091 1669 1828 565 833 227
"1649" "Carbon County" "MT" 749 8 10466 9906 24 29 87 250 56988 279 310 5127 211 10380 40 421 1031 1594 1997 825 149 692 2943 985 71.5650678387158 0.764379896808714 0.0106809078771696 1434 1911 2779 650 1680 565
"1650" "Sheridan County" "MT" 374 5 3568 3242 5 31 49 91 51940 160 88 1879 52 3514 40 251 428 637 643 297 84 180 1088 113 104.820627802691 1.40134529147982 0.0133689839572193 422 751 996 271 415 115
"1651" "Toole County" "MT" 684 8 5031 4429 4 36 256 174 46735 178 238 2202 22 4339 45 247 721 825 782 216 48 231 1345 144 135.957066189624 1.59014112502485 0.0116959064327485 608 991 1207 275 396 79
"1652" "Dawson County" "MT" 984 27 9324 8637 48 40 200 280 59622 481 393 4805 53 8821 114 431 1088 1420 1749 700 176 504 3409 491 105.534105534106 2.8957528957529 0.0274390243902439 1301 2089 2376 845 941 233
"1653" "Glacier County" "MT" 1400 24 13677 4248 39 40 8765 387 29201 875 1433 4539 374 13425 179 669 4437 2540 1097 450 94 381 3221 231 102.36162901221 1.75477078306646 0.0171428571428571 2588 4321 2380 731 1078 281
"1654" "Custer County" "MT" 1080 11 11895 10994 60 42 158 376 53050 347 432 6417 114 11448 82 667 1124 1814 2031 897 133 682 4839 299 90.7944514501892 0.924758301807482 0.0101851851851852 1671 2583 3454 1123 1351 376
"1655" "Roosevelt County" "MT" 1420 52 11218 4003 21 46 6136 367 39219 551 1441 3835 435 10927 93 401 3176 1624 1044 476 59 431 2537 235 126.582278481013 4.63540738099483 0.0366197183098592 2137 3668 2118 575 718 235
"1656" "Deer Lodge County" "MT" 912 9 9131 8261 34 48 123 299 41235 621 210 3881 92 8521 23 223 1605 1911 1529 455 89 436 2990 167 99.879531267112 0.985653269083342 0.00986842105263158 1127 1443 2397 714 768 317
"1657" "Richland County" "MT" 946 12 11405 10197 0 54 410 594 66572 170 258 6013 158 11393 161 701 669 1353 1921 1022 227 621 4353 466 82.9460762823323 1.05217010083297 0.0126849894291755 1833 2856 2659 858 1085 312
"1658" "Sanders County" "MT" 530 5 11414 10307 16 60 410 306 36445 890 327 4084 334 11228 96 455 2378 2634 1840 393 127 261 2658 356 46.4342036096022 0.438058524618889 0.00943396226415094 1406 2074 2565 670 1137 254
"1659" "Yellowstone County" "MT" 14776 174 156332 135960 901 933 6254 8359 57955 5643 6657 80238 2949 152194 1545 7860 15432 21931 27174 11742 3173 8207 69479 3667 94.5167975846276 1.11301588926132 0.0117758527341635 24136 36918 34409 8925 22324 6869
"1660" "Missoula County" "MT" 7273 60 114231 102616 417 1610 2886 3533 49412 6401 4191 61644 3946 111227 1501 5031 17695 19908 18619 7541 1895 6451 51428 3052 63.6692316446499 0.525251464138456 0.00824969063660113 14908 22047 23516 5698 19658 8028
"1661" "Lincoln County" "MT" 1303 9 19249 17946 15 69 194 525 36934 1193 365 6529 719 19058 185 773 3120 4419 2998 684 143 596 4762 632 67.6918281469167 0.467556756195127 0.0069071373752878 2491 3511 4722 1411 2213 571
"1662" "Rosebud County" "MT" 1079 30 9292 5226 8 85 3385 443 54709 363 480 4032 380 9189 76 566 1755 1243 1307 548 107 355 2681 263 116.12139474817 3.22858372793801 0.0278035217794254 1801 2689 2102 685 859 203
"1663" "Lake County" "MT" 1739 19 29518 19329 67 93 6977 1261 42582 2058 1726 11866 1033 29178 317 1262 6109 5612 4437 1309 438 1144 8867 987 58.9132055017278 0.643675045734806 0.0109258194364577 4532 7197 7173 1829 3318 1335
"1664" "Ravalli County" "MT" 2366 27 41387 38562 41 250 249 1383 44733 2296 1610 17549 1279 41040 193 1531 6562 7607 6725 2295 309 2650 12602 2044 57.1677096672868 0.652378766279266 0.0114116652578191 6174 8282 10015 2757 5102 2239
"1665" "Cascade County" "MT" 7178 122 81816 70201 1046 684 3469 3461 46827 3806 3997 36927 1772 79537 704 4711 10410 14795 13460 4871 1257 4624 34551 1298 87.7334506697956 1.49115087513445 0.0169963778211201 11476 18397 18505 5273 10120 3849
"1666" "Gallatin County" "MT" 10816 41 100733 93009 317 1311 863 3339 59397 1915 2550 56751 2531 97212 1847 5918 12625 13491 16710 8234 2288 5400 45764 2876 107.372956230828 0.40701656855251 0.00379068047337278 13052 20549 18591 4045 20309 7298
"1667" "Sweet Grass County" "MT" 327 6 3646 3422 5 37 0 57 49761 104 135 1621 15 3617 35 121 376 649 614 232 36 219 824 256 89.687328579265 1.64563905650027 0.018348623853211 630 815 846 277 528 118
"1668" "Beaverhead County" "MT" 835 8 9360 8548 6 53 188 390 43880 350 198 4647 225 8911 244 456 1433 1876 1483 474 145 365 2905 342 89.2094017094017 0.854700854700855 0.00958083832335329 1143 1668 1918 377 1420 404
"1669" "Hill County" "MT" 1787 37 16468 11561 43 66 3743 573 45269 1150 1409 7144 485 16018 126 859 3393 2796 2489 807 116 713 5682 228 108.513480689823 2.2467816371144 0.0207050923335199 2857 4517 3702 1242 1858 371
"1670" "Musselshell County" "MT" 283 7 4766 4428 39 70 31 115 38156 292 114 1853 110 4678 43 223 812 1066 741 244 22 178 791 465 59.3789341166597 1.4687368862778 0.0247349823321555 726 1014 1138 197 303 145
